[2025-Nov-03 22:26:43.213097] <info>: (UrlShortenService.cpp:89:main) Starting the url-shorten-service server...
[2025-Nov-03 22:28:34.477031] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=603364211181735040, url count=0]
[2025-Nov-03 22:37:11.132130] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=141439294197881392, return count=0]
[2025-Nov-03 22:37:16.485334] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1050477011195843200, url count=0]
[2025-Nov-03 22:37:16.485529] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1050477011195843200, return count=0]
[2025-Nov-03 22:37:21.829593] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=814990916846471040, url count=0]
[2025-Nov-03 22:37:21.829737] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=814990916846471040, return count=0]
[2025-Nov-03 22:37:27.187304] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=391977441646884352, url count=0]
[2025-Nov-03 22:37:27.187480] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=391977441646884352, return count=0]
[2025-Nov-03 22:37:32.533196] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=600476350525533568, url count=0]
[2025-Nov-03 22:37:32.533356] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=600476350525533568, return count=0]
[2025-Nov-03 22:37:37.889808] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=407389061572139072, url count=0]
[2025-Nov-03 22:37:37.889939] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=407389061572139072, return count=0]
[2025-Nov-03 22:37:43.249650] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1038569648243303936, url count=0]
[2025-Nov-03 22:37:43.249814] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1038569648243303936, return count=0]
[2025-Nov-03 22:37:48.598715] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=536484709578258560, url count=0]
[2025-Nov-03 22:37:48.598987] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=536484709578258560, return count=0]
[2025-Nov-03 22:37:53.933280] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=513991360842734720, url count=0]
[2025-Nov-03 22:37:53.933447] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=513991360842734720, return count=0]
[2025-Nov-03 22:37:59.276613] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=985512954475523584, url count=0]
[2025-Nov-03 22:37:59.276749] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=985512954475523584, return count=0]
[2025-Nov-03 22:38:04.644076] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=497384270973193728, url count=0]
[2025-Nov-03 22:38:04.644266] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=497384270973193728, return count=0]
[2025-Nov-03 22:38:09.997073] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=882199394368519552, url count=0]
[2025-Nov-03 22:38:09.997227] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=882199394368519552, return count=0]
[2025-Nov-03 22:38:15.351833] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=88236003944677504, url count=0]
[2025-Nov-03 22:38:15.352308] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=88236003944677504, return count=0]
[2025-Nov-03 22:38:20.705985] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=672369900231554176, url count=0]
[2025-Nov-03 22:38:20.706115] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=672369900231554176, return count=0]
[2025-Nov-03 22:38:26.058637] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=539051819532200448, url count=0]
[2025-Nov-03 22:38:26.058803] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=539051819532200448, return count=0]
[2025-Nov-03 22:38:31.413582] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1123182101800371328, url count=0]
[2025-Nov-03 22:38:31.413717] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1123182101800371328, return count=0]
[2025-Nov-03 22:38:36.766651] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1116833251409306368, url count=0]
[2025-Nov-03 22:38:36.766832] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1116833251409306368, return count=0]
[2025-Nov-03 22:38:42.150362] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=555777293724592064, url count=0]
[2025-Nov-03 22:38:42.150592] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=555777293724592064, return count=0]
[2025-Nov-03 22:38:47.505653] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=719366632333697792, url count=0]
[2025-Nov-03 22:38:47.505862] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=719366632333697792, return count=0]
[2025-Nov-03 22:38:52.882125] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=348384424178933440, url count=0]
[2025-Nov-03 22:38:52.882321] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=348384424178933440, return count=0]
[2025-Nov-03 22:38:58.271279] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=902722135252375936, url count=0]
[2025-Nov-03 22:38:58.271464] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=902722135252375936, return count=0]
[2025-Nov-03 22:39:03.622049] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1132239540213337600, url count=0]
[2025-Nov-03 22:39:03.622190] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1132239540213337600, return count=0]
[2025-Nov-03 22:39:09.001797] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1004440195898908928, url count=0]
[2025-Nov-03 22:39:09.001920] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1004440195898908928, return count=0]
[2025-Nov-03 22:39:14.344740] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=158043479034255360, url count=0]
[2025-Nov-03 22:39:14.345185] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=158043479034255360, return count=0]
[2025-Nov-03 22:39:19.684876] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=886394968275599232, url count=0]
[2025-Nov-03 22:39:19.685017] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=886394968275599232, return count=0]
[2025-Nov-03 22:39:25.044027] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=425432110311647232, url count=0]
[2025-Nov-03 22:39:25.044155] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=425432110311647232, return count=0]
[2025-Nov-03 22:39:30.408383] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1003928911844804096, url count=0]
[2025-Nov-03 22:39:30.408617] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1003928911844804096, return count=0]
[2025-Nov-03 22:39:35.773294] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=668210908807097088, url count=0]
[2025-Nov-03 22:39:35.773437] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=668210908807097088, return count=0]
[2025-Nov-03 22:39:41.142913] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1066616675920447744, url count=0]
[2025-Nov-03 22:39:41.143039] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1066616675920447744, return count=0]
[2025-Nov-03 22:39:46.498890] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=832384928031134592, url count=0]
[2025-Nov-03 22:39:46.499040] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=832384928031134592, return count=0]
[2025-Nov-03 22:39:51.848395] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=942853303312170880, url count=0]
[2025-Nov-03 22:39:51.848554] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=942853303312170880, return count=0]
[2025-Nov-03 22:39:57.200560] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=603067313607102720, url count=0]
[2025-Nov-03 22:39:57.200821] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=603067313607102720, return count=0]
[2025-Nov-03 22:40:02.551702] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=628249647316818688, url count=0]
[2025-Nov-03 22:40:02.551889] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=628249647316818688, return count=0]
[2025-Nov-03 22:40:07.916631] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=256616114881935520, url count=0]
[2025-Nov-03 22:40:07.916810] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=256616114881935520, return count=0]
[2025-Nov-03 22:40:13.277610] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=630687381367352832, url count=0]
[2025-Nov-03 22:40:13.277978] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=630687381367352832, return count=0]
[2025-Nov-03 22:40:18.629217] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=23308638277574068, url count=0]
[2025-Nov-03 22:40:18.629573] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=23308638277574068, return count=0]
[2025-Nov-03 22:40:23.999311] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=308803635106092416, url count=0]
[2025-Nov-03 22:40:23.999469] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=308803635106092416, return count=0]
[2025-Nov-03 22:40:29.370050] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1081628713435035648, url count=0]
[2025-Nov-03 22:40:29.370405] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1081628713435035648, return count=0]
[2025-Nov-03 22:40:34.720520] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1037187797696987008, url count=0]
[2025-Nov-03 22:40:34.721222] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1037187797696987008, return count=0]
[2025-Nov-03 22:40:40.064526] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=95831668206259024, url count=0]
[2025-Nov-03 22:40:40.064676] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=95831668206259024, return count=0]
[2025-Nov-03 22:40:45.436338] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1148025602196169472, url count=0]
[2025-Nov-03 22:40:45.436476] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1148025602196169472, return count=0]
[2025-Nov-03 22:40:50.778442] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=983977041586532352, url count=0]
[2025-Nov-03 22:40:50.778568] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=983977041586532352, return count=0]
[2025-Nov-03 22:40:56.129590] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=909908254794464256, url count=0]
[2025-Nov-03 22:40:56.130089] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=909908254794464256, return count=0]
[2025-Nov-03 22:41:01.483688] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=36792078996734568, url count=0]
[2025-Nov-03 22:41:01.484126] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=36792078996734568, return count=0]
[2025-Nov-03 22:41:06.830186] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=150676268012697888, url count=0]
[2025-Nov-03 22:41:06.830311] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=150676268012697888, return count=0]
[2025-Nov-03 22:41:12.187167] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=427345924099960384, url count=0]
[2025-Nov-03 22:41:12.187385] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=427345924099960384, return count=0]
[2025-Nov-03 22:41:17.528494] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=334982082019050176, url count=0]
[2025-Nov-03 22:41:17.528700] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=334982082019050176, return count=0]
[2025-Nov-03 22:41:22.875416] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=320752619150382784, url count=0]
[2025-Nov-03 22:41:22.875633] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=320752619150382784, return count=0]
[2025-Nov-03 22:41:28.223008] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=210998619977381216, url count=0]
[2025-Nov-03 22:41:28.223154] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=210998619977381216, return count=0]
[2025-Nov-03 22:41:33.604885] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1129742626639185024, url count=0]
[2025-Nov-03 22:41:33.605090] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1129742626639185024, return count=0]
[2025-Nov-03 22:41:38.967332] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=93205156120819216, url count=0]
[2025-Nov-03 22:41:38.967589] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=93205156120819216, return count=0]
[2025-Nov-03 22:41:44.360622] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=342155871073148736, url count=0]
[2025-Nov-03 22:41:44.360961] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=342155871073148736, return count=0]
[2025-Nov-03 22:41:49.715247] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=941784649682149248, url count=0]
[2025-Nov-03 22:41:49.715414] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=941784649682149248, return count=0]
[2025-Nov-03 22:41:55.077078] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1081123208161922176, url count=0]
[2025-Nov-03 22:41:55.077205] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1081123208161922176, return count=0]
[2025-Nov-03 22:42:00.442468] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=260319609733533472, url count=0]
[2025-Nov-03 22:42:00.442637] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=260319609733533472, return count=0]
[2025-Nov-03 22:42:05.821532] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=845339077098639104, url count=0]
[2025-Nov-03 22:42:05.821674] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=845339077098639104, return count=0]
[2025-Nov-03 22:42:11.180953] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=401267033602031616, url count=0]
[2025-Nov-03 22:42:11.181128] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=401267033602031616, return count=0]
[2025-Nov-03 22:42:16.541759] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=590365501493629824, url count=0]
[2025-Nov-03 22:42:16.541967] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=590365501493629824, return count=0]
[2025-Nov-03 22:42:21.912239] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1004235537357494784, url count=0]
[2025-Nov-03 22:42:21.912419] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1004235537357494784, return count=0]
[2025-Nov-03 22:42:27.288234] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1036377540248792832, url count=0]
[2025-Nov-03 22:42:27.288401] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1036377540248792832, return count=0]
[2025-Nov-03 22:42:32.655204] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=445008554633850752, url count=0]
[2025-Nov-03 22:42:32.655368] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=445008554633850752, return count=0]
[2025-Nov-03 22:42:38.047914] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1056590627766098304, url count=0]
[2025-Nov-03 22:42:38.048042] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1056590627766098304, return count=0]
[2025-Nov-03 22:42:43.407746] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=220594908450985760, url count=0]
[2025-Nov-03 22:42:43.407893] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=220594908450985760, return count=0]
[2025-Nov-03 22:42:48.761179] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=787252694700670080, url count=0]
[2025-Nov-03 22:42:48.761309] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=787252694700670080, return count=0]
[2025-Nov-03 22:42:54.127724] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1150485323136052224, url count=0]
[2025-Nov-03 22:42:54.127869] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1150485323136052224, return count=0]
[2025-Nov-03 22:42:59.481395] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=509603015810144896, url count=0]
[2025-Nov-03 22:42:59.481575] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=509603015810144896, return count=0]
[2025-Nov-03 22:43:04.839882] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=998484157982744064, url count=0]
[2025-Nov-03 22:43:04.840260] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=998484157982744064, return count=0]
[2025-Nov-03 22:43:10.184867] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=559460041882916224, url count=0]
[2025-Nov-03 22:43:10.185071] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=559460041882916224, return count=0]
[2025-Nov-03 22:43:15.533631] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=960754193547736320, url count=0]
[2025-Nov-03 22:43:15.533829] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=960754193547736320, return count=0]
[2025-Nov-03 22:43:20.889772] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=805875183315535744, url count=0]
[2025-Nov-03 22:43:20.889978] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=805875183315535744, return count=0]
[2025-Nov-03 22:43:26.237166] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=308623861943712512, url count=0]
[2025-Nov-03 22:43:26.237367] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=308623861943712512, return count=0]
[2025-Nov-03 22:43:31.584793] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1063653396066419968, url count=0]
[2025-Nov-03 22:43:31.584960] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1063653396066419968, return count=0]
[2025-Nov-03 22:43:36.988909] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=776907275430826624, url count=0]
[2025-Nov-03 22:43:36.989066] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=776907275430826624, return count=0]
[2025-Nov-03 22:43:42.342232] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1101536481016919296, url count=0]
[2025-Nov-03 22:43:42.342408] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1101536481016919296, return count=0]
[2025-Nov-03 22:43:47.698957] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=227762846936466496, url count=0]
[2025-Nov-03 22:43:47.699078] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=227762846936466496, return count=0]
[2025-Nov-03 22:43:53.076913] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=698450280393518336, url count=0]
[2025-Nov-03 22:43:53.077072] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=698450280393518336, return count=0]
[2025-Nov-03 22:43:58.439074] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=857079828397967488, url count=0]
[2025-Nov-03 22:43:58.439244] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=857079828397967488, return count=0]
[2025-Nov-03 22:44:03.801613] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=690713291793574912, url count=0]
[2025-Nov-03 22:44:03.801907] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=690713291793574912, return count=0]
[2025-Nov-03 22:44:09.211652] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=789222136684040832, url count=0]
[2025-Nov-03 22:44:09.211817] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=789222136684040832, return count=0]
[2025-Nov-03 22:44:14.578556] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=955124471253568512, url count=0]
[2025-Nov-03 22:44:14.578904] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=955124471253568512, return count=0]
[2025-Nov-03 22:44:19.933607] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=929875545129909504, url count=0]
[2025-Nov-03 22:44:19.933872] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=929875545129909504, return count=0]
[2025-Nov-03 22:44:25.287597] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=452502615735605888, url count=0]
[2025-Nov-03 22:44:25.287816] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=452502615735605888, return count=0]
[2025-Nov-03 22:44:30.656342] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=184975254457263872, url count=0]
[2025-Nov-03 22:44:30.656592] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=184975254457263872, return count=0]
[2025-Nov-03 22:44:36.040312] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=584988873855391104, url count=0]
[2025-Nov-03 22:44:36.040461] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=584988873855391104, return count=0]
[2025-Nov-03 22:44:41.383114] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1036490367135021824, url count=0]
[2025-Nov-03 22:44:41.383253] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1036490367135021824, return count=0]
[2025-Nov-03 22:44:46.726938] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=777987796626723200, url count=0]
[2025-Nov-03 22:44:46.727068] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=777987796626723200, return count=0]
[2025-Nov-03 22:44:52.112290] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=775139357239627904, url count=0]
[2025-Nov-03 22:44:52.112432] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=775139357239627904, return count=0]
[2025-Nov-03 22:44:57.462847] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=447165923743242624, url count=0]
[2025-Nov-03 22:44:57.462993] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=447165923743242624, return count=0]
[2025-Nov-03 22:45:02.815803] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=135000457478613824, url count=0]
[2025-Nov-03 22:45:02.815930] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=135000457478613824, return count=0]
[2025-Nov-03 22:45:08.171208] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=15086813828607954, url count=0]
[2025-Nov-03 22:45:08.171396] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=15086813828607954, return count=0]
[2025-Nov-03 22:45:13.547493] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=630533173733597568, url count=0]
[2025-Nov-03 22:45:13.547662] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=630533173733597568, return count=0]
[2025-Nov-03 22:45:18.921938] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=36224845870143072, url count=0]
[2025-Nov-03 22:45:18.922079] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=36224845870143072, return count=0]
[2025-Nov-03 22:45:24.287186] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1128512673294011264, url count=0]
[2025-Nov-03 22:45:24.287321] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1128512673294011264, return count=0]
[2025-Nov-03 22:45:29.630854] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1029140306415101056, url count=0]
[2025-Nov-03 22:45:29.631041] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1029140306415101056, return count=0]
[2025-Nov-03 22:45:35.000084] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=264844725479422976, url count=0]
