[2025-Nov-03 22:26:39.643105] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-03 22:28:34.477155] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=603364211181735040, usernames count=0]
[2025-Nov-03 22:33:58.063045] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=874186143618990208, usernames count=0]
[2025-Nov-03 22:33:58.063184] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=874186143618990208, total user_mentions count=0]
[2025-Nov-03 22:33:58.063219] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=874186143618990208, return count=0]
[2025-Nov-03 22:34:03.413733] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=47135945843872696, usernames count=0]
[2025-Nov-03 22:34:03.413881] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=47135945843872696, total user_mentions count=0]
[2025-Nov-03 22:34:03.413920] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=47135945843872696, return count=0]
[2025-Nov-03 22:34:08.779073] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=949926862924504448, usernames count=0]
[2025-Nov-03 22:34:08.779201] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=949926862924504448, total user_mentions count=0]
[2025-Nov-03 22:34:08.779234] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=949926862924504448, return count=0]
[2025-Nov-03 22:34:14.162566] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=486385775566961408, usernames count=0]
[2025-Nov-03 22:34:14.162749] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=486385775566961408, total user_mentions count=0]
[2025-Nov-03 22:34:14.162830] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=486385775566961408, return count=0]
[2025-Nov-03 22:34:19.560827] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=953318524418169856, usernames count=0]
[2025-Nov-03 22:34:19.561002] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=953318524418169856, total user_mentions count=0]
[2025-Nov-03 22:34:19.561070] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=953318524418169856, return count=0]
[2025-Nov-03 22:34:24.921901] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=613173827631703552, usernames count=0]
[2025-Nov-03 22:34:24.922047] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=613173827631703552, total user_mentions count=0]
[2025-Nov-03 22:34:24.922113] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=613173827631703552, return count=0]
[2025-Nov-03 22:34:30.301421] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=834952968901749760, usernames count=0]
[2025-Nov-03 22:34:30.301608] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=834952968901749760, total user_mentions count=0]
[2025-Nov-03 22:34:30.301696] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=834952968901749760, return count=0]
[2025-Nov-03 22:34:35.695046] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=854325787681947904, usernames count=0]
[2025-Nov-03 22:34:35.695191] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=854325787681947904, total user_mentions count=0]
[2025-Nov-03 22:34:35.695229] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=854325787681947904, return count=0]
[2025-Nov-03 22:34:41.067394] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=841572869618134144, usernames count=0]
[2025-Nov-03 22:34:41.067572] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=841572869618134144, total user_mentions count=0]
[2025-Nov-03 22:34:41.067622] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=841572869618134144, return count=0]
[2025-Nov-03 22:34:46.423877] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=832852629884733696, usernames count=0]
[2025-Nov-03 22:34:46.424157] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=832852629884733696, total user_mentions count=0]
[2025-Nov-03 22:34:46.424208] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=832852629884733696, return count=0]
[2025-Nov-03 22:34:51.768716] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=172520689658638112, usernames count=0]
[2025-Nov-03 22:34:51.768924] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=172520689658638112, total user_mentions count=0]
[2025-Nov-03 22:34:51.769003] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=172520689658638112, return count=0]
[2025-Nov-03 22:34:57.127917] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=700145054069539200, usernames count=0]
[2025-Nov-03 22:34:57.128071] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=700145054069539200, total user_mentions count=0]
[2025-Nov-03 22:34:57.128134] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=700145054069539200, return count=0]
[2025-Nov-03 22:35:02.506712] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=159785531550418752, usernames count=0]
[2025-Nov-03 22:35:02.506944] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=159785531550418752, total user_mentions count=0]
[2025-Nov-03 22:35:02.507011] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=159785531550418752, return count=0]
[2025-Nov-03 22:35:07.863996] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=319670519751233600, usernames count=0]
[2025-Nov-03 22:35:07.864127] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=319670519751233600, total user_mentions count=0]
[2025-Nov-03 22:35:07.864169] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=319670519751233600, return count=0]
[2025-Nov-03 22:35:13.227568] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=119986652498473120, usernames count=0]
[2025-Nov-03 22:35:13.227697] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=119986652498473120, total user_mentions count=0]
[2025-Nov-03 22:35:13.227733] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=119986652498473120, return count=0]
[2025-Nov-03 22:35:18.575500] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1034618680754188672, usernames count=0]
[2025-Nov-03 22:35:18.575654] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1034618680754188672, total user_mentions count=0]
[2025-Nov-03 22:35:18.575686] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1034618680754188672, return count=0]
[2025-Nov-03 22:35:23.916192] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=231167698525398272, usernames count=0]
[2025-Nov-03 22:35:23.916331] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=231167698525398272, total user_mentions count=0]
[2025-Nov-03 22:35:23.916372] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=231167698525398272, return count=0]
[2025-Nov-03 22:35:29.270306] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=947573095607279872, usernames count=0]
[2025-Nov-03 22:35:29.270435] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=947573095607279872, total user_mentions count=0]
[2025-Nov-03 22:35:29.270472] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=947573095607279872, return count=0]
[2025-Nov-03 22:35:34.632284] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=639341520159073408, usernames count=0]
[2025-Nov-03 22:35:34.632448] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=639341520159073408, total user_mentions count=0]
[2025-Nov-03 22:35:34.632498] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=639341520159073408, return count=0]
[2025-Nov-03 22:35:40.023290] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=507208706905434112, usernames count=0]
[2025-Nov-03 22:35:40.023499] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=507208706905434112, total user_mentions count=0]
[2025-Nov-03 22:35:40.023592] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=507208706905434112, return count=0]
[2025-Nov-03 22:35:45.379436] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=391294745129896320, usernames count=0]
[2025-Nov-03 22:35:45.379625] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=391294745129896320, total user_mentions count=0]
[2025-Nov-03 22:35:45.379684] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=391294745129896320, return count=0]
[2025-Nov-03 22:35:50.734210] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=688625278297774464, usernames count=0]
[2025-Nov-03 22:35:50.735055] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=688625278297774464, total user_mentions count=0]
[2025-Nov-03 22:35:50.735099] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=688625278297774464, return count=0]
[2025-Nov-03 22:35:56.093533] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=804371469339564160, usernames count=0]
[2025-Nov-03 22:35:56.093712] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=804371469339564160, total user_mentions count=0]
[2025-Nov-03 22:35:56.093745] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=804371469339564160, return count=0]
[2025-Nov-03 22:36:01.435159] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=733496465789686016, usernames count=0]
[2025-Nov-03 22:36:01.435306] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=733496465789686016, total user_mentions count=0]
[2025-Nov-03 22:36:01.435344] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=733496465789686016, return count=0]
[2025-Nov-03 22:36:06.788187] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=172752907294429472, usernames count=0]
[2025-Nov-03 22:36:06.788332] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=172752907294429472, total user_mentions count=0]
[2025-Nov-03 22:36:06.788382] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=172752907294429472, return count=0]
[2025-Nov-03 22:36:12.151087] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1018546246329717760, usernames count=0]
[2025-Nov-03 22:36:12.151254] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1018546246329717760, total user_mentions count=0]
[2025-Nov-03 22:36:12.151318] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1018546246329717760, return count=0]
[2025-Nov-03 22:36:17.501471] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=408342049183292672, usernames count=0]
[2025-Nov-03 22:36:17.501671] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=408342049183292672, total user_mentions count=0]
[2025-Nov-03 22:36:17.501732] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=408342049183292672, return count=0]
[2025-Nov-03 22:36:22.855664] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=497203324956807424, usernames count=0]
[2025-Nov-03 22:36:22.855991] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=497203324956807424, total user_mentions count=0]
[2025-Nov-03 22:36:22.856095] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=497203324956807424, return count=0]
[2025-Nov-03 22:36:28.227910] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=618311207309791744, usernames count=0]
[2025-Nov-03 22:36:28.228045] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=618311207309791744, total user_mentions count=0]
[2025-Nov-03 22:36:28.228079] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=618311207309791744, return count=0]
[2025-Nov-03 22:36:33.598626] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=135701302788843056, usernames count=0]
[2025-Nov-03 22:36:33.598830] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=135701302788843056, total user_mentions count=0]
[2025-Nov-03 22:36:33.598894] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=135701302788843056, return count=0]
[2025-Nov-03 22:36:38.964361] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=431808675510831744, usernames count=0]
[2025-Nov-03 22:36:38.964583] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=431808675510831744, total user_mentions count=0]
[2025-Nov-03 22:36:38.964673] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=431808675510831744, return count=0]
[2025-Nov-03 22:36:44.324777] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=356880140869154368, usernames count=0]
[2025-Nov-03 22:36:44.324905] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=356880140869154368, total user_mentions count=0]
[2025-Nov-03 22:36:44.324936] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=356880140869154368, return count=0]
[2025-Nov-03 22:36:49.669935] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=631013399749155712, usernames count=0]
[2025-Nov-03 22:36:49.670064] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=631013399749155712, total user_mentions count=0]
[2025-Nov-03 22:36:49.670098] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=631013399749155712, return count=0]
[2025-Nov-03 22:36:55.031549] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=142274996757920320, usernames count=0]
[2025-Nov-03 22:36:55.031732] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=142274996757920320, total user_mentions count=0]
[2025-Nov-03 22:36:55.031791] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=142274996757920320, return count=0]
[2025-Nov-03 22:37:00.400434] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=708184392596864384, usernames count=0]
[2025-Nov-03 22:37:00.400581] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=708184392596864384, total user_mentions count=0]
[2025-Nov-03 22:37:00.400624] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=708184392596864384, return count=0]
[2025-Nov-03 22:37:05.757833] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=417281804481098304, usernames count=0]
[2025-Nov-03 22:37:05.757985] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=417281804481098304, total user_mentions count=0]
[2025-Nov-03 22:37:05.758020] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=417281804481098304, return count=0]
[2025-Nov-03 22:37:11.132122] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=141439294197881392, usernames count=0]
[2025-Nov-03 22:37:11.132319] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=141439294197881392, total user_mentions count=0]
[2025-Nov-03 22:37:11.132383] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=141439294197881392, return count=0]
[2025-Nov-03 22:37:16.485282] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1050477011195843200, usernames count=0]
[2025-Nov-03 22:37:16.485411] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1050477011195843200, total user_mentions count=0]
[2025-Nov-03 22:37:16.485472] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1050477011195843200, return count=0]
[2025-Nov-03 22:37:21.829583] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=814990916846471040, usernames count=0]
[2025-Nov-03 22:37:21.829730] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=814990916846471040, total user_mentions count=0]
[2025-Nov-03 22:37:21.829822] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=814990916846471040, return count=0]
[2025-Nov-03 22:37:27.187250] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=391977441646884352, usernames count=0]
[2025-Nov-03 22:37:27.187457] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=391977441646884352, total user_mentions count=0]
[2025-Nov-03 22:37:27.187530] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=391977441646884352, return count=0]
[2025-Nov-03 22:37:32.533216] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=600476350525533568, usernames count=0]
[2025-Nov-03 22:37:32.533357] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=600476350525533568, total user_mentions count=0]
[2025-Nov-03 22:37:32.533398] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=600476350525533568, return count=0]
[2025-Nov-03 22:37:37.889816] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=407389061572139072, usernames count=0]
[2025-Nov-03 22:37:37.889952] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=407389061572139072, total user_mentions count=0]
[2025-Nov-03 22:37:37.889992] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=407389061572139072, return count=0]
[2025-Nov-03 22:37:43.249613] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1038569648243303936, usernames count=0]
[2025-Nov-03 22:37:43.249796] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1038569648243303936, total user_mentions count=0]
[2025-Nov-03 22:37:43.249833] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1038569648243303936, return count=0]
[2025-Nov-03 22:37:48.598780] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=536484709578258560, usernames count=0]
[2025-Nov-03 22:37:48.599201] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=536484709578258560, total user_mentions count=0]
[2025-Nov-03 22:37:48.599444] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=536484709578258560, return count=0]
[2025-Nov-03 22:37:53.933317] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=513991360842734720, usernames count=0]
[2025-Nov-03 22:37:53.933474] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=513991360842734720, total user_mentions count=0]
[2025-Nov-03 22:37:53.933536] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=513991360842734720, return count=0]
[2025-Nov-03 22:37:59.276639] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=985512954475523584, usernames count=0]
[2025-Nov-03 22:37:59.276940] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=985512954475523584, total user_mentions count=0]
[2025-Nov-03 22:37:59.276987] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=985512954475523584, return count=0]
[2025-Nov-03 22:38:04.644087] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=497384270973193728, usernames count=0]
[2025-Nov-03 22:38:04.644212] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=497384270973193728, total user_mentions count=0]
[2025-Nov-03 22:38:04.644249] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=497384270973193728, return count=0]
[2025-Nov-03 22:38:09.997116] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=882199394368519552, usernames count=0]
[2025-Nov-03 22:38:09.997272] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=882199394368519552, total user_mentions count=0]
[2025-Nov-03 22:38:09.997303] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=882199394368519552, return count=0]
[2025-Nov-03 22:38:15.351735] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=88236003944677504, usernames count=0]
[2025-Nov-03 22:38:15.351920] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=88236003944677504, total user_mentions count=0]
[2025-Nov-03 22:38:15.351982] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=88236003944677504, return count=0]
[2025-Nov-03 22:38:20.706038] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=672369900231554176, usernames count=0]
[2025-Nov-03 22:38:20.706198] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=672369900231554176, total user_mentions count=0]
[2025-Nov-03 22:38:20.706235] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=672369900231554176, return count=0]
[2025-Nov-03 22:38:26.058627] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=539051819532200448, usernames count=0]
[2025-Nov-03 22:38:26.058873] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=539051819532200448, total user_mentions count=0]
[2025-Nov-03 22:38:26.058918] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=539051819532200448, return count=0]
[2025-Nov-03 22:38:31.413512] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1123182101800371328, usernames count=0]
[2025-Nov-03 22:38:31.413832] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1123182101800371328, total user_mentions count=0]
[2025-Nov-03 22:38:31.413949] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1123182101800371328, return count=0]
[2025-Nov-03 22:38:36.766665] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1116833251409306368, usernames count=0]
[2025-Nov-03 22:38:36.766932] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1116833251409306368, total user_mentions count=0]
[2025-Nov-03 22:38:36.766981] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1116833251409306368, return count=0]
[2025-Nov-03 22:38:42.150354] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=555777293724592064, usernames count=0]
[2025-Nov-03 22:38:42.150552] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=555777293724592064, total user_mentions count=0]
[2025-Nov-03 22:38:42.150659] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=555777293724592064, return count=0]
[2025-Nov-03 22:38:47.505559] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=719366632333697792, usernames count=0]
[2025-Nov-03 22:38:47.505754] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=719366632333697792, total user_mentions count=0]
[2025-Nov-03 22:38:47.505854] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=719366632333697792, return count=0]
[2025-Nov-03 22:38:52.882187] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=348384424178933440, usernames count=0]
[2025-Nov-03 22:38:52.882317] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=348384424178933440, total user_mentions count=0]
[2025-Nov-03 22:38:52.882357] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=348384424178933440, return count=0]
[2025-Nov-03 22:38:58.271387] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=902722135252375936, usernames count=0]
[2025-Nov-03 22:38:58.271587] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=902722135252375936, total user_mentions count=0]
[2025-Nov-03 22:38:58.271647] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=902722135252375936, return count=0]
[2025-Nov-03 22:39:03.622514] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1132239540213337600, usernames count=0]
