[2025-Nov-03 22:03:12.819820] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-03 22:05:04.002544] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=644931833795737216, usernames count=0]
[2025-Nov-03 22:10:09.551537] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=150523255768220800, usernames count=0]
[2025-Nov-03 22:10:09.551706] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=150523255768220800, total user_mentions count=0]
[2025-Nov-03 22:10:09.551795] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=150523255768220800, return count=0]
[2025-Nov-03 22:10:14.947179] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=676403862141208704, usernames count=0]
[2025-Nov-03 22:10:14.947329] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=676403862141208704, total user_mentions count=0]
[2025-Nov-03 22:10:14.947366] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=676403862141208704, return count=0]
[2025-Nov-03 22:10:20.366290] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=77274489324828640, usernames count=0]
[2025-Nov-03 22:10:20.366499] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=77274489324828640, total user_mentions count=0]
[2025-Nov-03 22:10:20.366553] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=77274489324828640, return count=0]
[2025-Nov-03 22:10:25.737746] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=588755371520096512, usernames count=0]
[2025-Nov-03 22:10:25.737944] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=588755371520096512, total user_mentions count=0]
[2025-Nov-03 22:10:25.737987] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=588755371520096512, return count=0]
[2025-Nov-03 22:10:31.095434] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=975969667255029120, usernames count=0]
[2025-Nov-03 22:10:31.095569] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=975969667255029120, total user_mentions count=0]
[2025-Nov-03 22:10:31.095632] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=975969667255029120, return count=0]
[2025-Nov-03 22:10:36.460550] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=987876121104442752, usernames count=0]
[2025-Nov-03 22:10:36.460695] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=987876121104442752, total user_mentions count=0]
[2025-Nov-03 22:10:36.460728] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=987876121104442752, return count=0]
[2025-Nov-03 22:10:41.818877] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1007641883601615104, usernames count=0]
[2025-Nov-03 22:10:41.819026] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1007641883601615104, total user_mentions count=0]
[2025-Nov-03 22:10:41.819072] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1007641883601615104, return count=0]
[2025-Nov-03 22:10:47.167666] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=584543393521549568, usernames count=0]
[2025-Nov-03 22:10:47.167851] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=584543393521549568, total user_mentions count=0]
[2025-Nov-03 22:10:47.167884] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=584543393521549568, return count=0]
[2025-Nov-03 22:10:52.554424] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=890714486910205440, usernames count=0]
[2025-Nov-03 22:10:52.554594] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=890714486910205440, total user_mentions count=0]
[2025-Nov-03 22:10:52.554656] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=890714486910205440, return count=0]
[2025-Nov-03 22:10:57.913452] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=160643792957582592, usernames count=0]
[2025-Nov-03 22:10:57.913638] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=160643792957582592, total user_mentions count=0]
[2025-Nov-03 22:10:57.913707] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=160643792957582592, return count=0]
[2025-Nov-03 22:11:03.267736] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=707687737521025536, usernames count=0]
[2025-Nov-03 22:11:03.267992] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=707687737521025536, total user_mentions count=0]
[2025-Nov-03 22:11:03.268183] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=707687737521025536, return count=0]
[2025-Nov-03 22:11:08.609695] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=818439951824341760, usernames count=0]
[2025-Nov-03 22:11:08.609846] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=818439951824341760, total user_mentions count=0]
[2025-Nov-03 22:11:08.609881] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=818439951824341760, return count=0]
[2025-Nov-03 22:11:13.966918] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=846897062371880448, usernames count=0]
[2025-Nov-03 22:11:13.967059] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=846897062371880448, total user_mentions count=0]
[2025-Nov-03 22:11:13.967088] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=846897062371880448, return count=0]
[2025-Nov-03 22:11:19.324049] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=755515394721302656, usernames count=0]
[2025-Nov-03 22:11:19.324192] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=755515394721302656, total user_mentions count=0]
[2025-Nov-03 22:11:19.324233] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=755515394721302656, return count=0]
[2025-Nov-03 22:11:24.663278] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=295369448190258176, usernames count=0]
[2025-Nov-03 22:11:24.663436] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=295369448190258176, total user_mentions count=0]
[2025-Nov-03 22:11:24.663501] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=295369448190258176, return count=0]
[2025-Nov-03 22:11:30.041216] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=546120901984393024, usernames count=0]
[2025-Nov-03 22:11:30.041362] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=546120901984393024, total user_mentions count=0]
[2025-Nov-03 22:11:30.041390] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=546120901984393024, return count=0]
[2025-Nov-03 22:11:35.422667] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=523549410356359488, usernames count=0]
[2025-Nov-03 22:11:35.422856] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=523549410356359488, total user_mentions count=0]
[2025-Nov-03 22:11:35.422923] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=523549410356359488, return count=0]
[2025-Nov-03 22:11:40.791120] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1082516441192565248, usernames count=0]
[2025-Nov-03 22:11:40.791264] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1082516441192565248, total user_mentions count=0]
[2025-Nov-03 22:11:40.791298] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1082516441192565248, return count=0]
[2025-Nov-03 22:11:46.155137] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=532295244466149952, usernames count=0]
[2025-Nov-03 22:11:46.155276] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=532295244466149952, total user_mentions count=0]
[2025-Nov-03 22:11:46.155317] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=532295244466149952, return count=0]
[2025-Nov-03 22:11:51.516303] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=754756722470523648, usernames count=0]
[2025-Nov-03 22:11:51.516541] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=754756722470523648, total user_mentions count=0]
[2025-Nov-03 22:11:51.516603] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=754756722470523648, return count=0]
[2025-Nov-03 22:11:56.871461] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1097242262612804096, usernames count=0]
[2025-Nov-03 22:11:56.871889] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1097242262612804096, total user_mentions count=0]
[2025-Nov-03 22:11:56.871963] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1097242262612804096, return count=0]
[2025-Nov-03 22:12:02.243799] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=833976177873938176, usernames count=0]
[2025-Nov-03 22:12:02.243988] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=833976177873938176, total user_mentions count=0]
[2025-Nov-03 22:12:02.244023] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=833976177873938176, return count=0]
[2025-Nov-03 22:12:07.606888] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=181345029788615904, usernames count=0]
[2025-Nov-03 22:12:07.607046] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=181345029788615904, total user_mentions count=0]
[2025-Nov-03 22:12:07.607111] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=181345029788615904, return count=0]
[2025-Nov-03 22:12:12.958441] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=113386837533954016, usernames count=0]
[2025-Nov-03 22:12:12.958785] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=113386837533954016, total user_mentions count=0]
[2025-Nov-03 22:12:12.958824] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=113386837533954016, return count=0]
[2025-Nov-03 22:12:18.326895] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=827879455302060032, usernames count=0]
[2025-Nov-03 22:12:18.327073] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=827879455302060032, total user_mentions count=0]
[2025-Nov-03 22:12:18.327112] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=827879455302060032, return count=0]
[2025-Nov-03 22:12:23.681656] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=532986998997080128, usernames count=0]
[2025-Nov-03 22:12:23.681810] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=532986998997080128, total user_mentions count=0]
[2025-Nov-03 22:12:23.681902] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=532986998997080128, return count=0]
[2025-Nov-03 22:12:29.029868] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=720818659329749760, usernames count=0]
[2025-Nov-03 22:12:29.030009] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=720818659329749760, total user_mentions count=0]
[2025-Nov-03 22:12:29.030056] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=720818659329749760, return count=0]
[2025-Nov-03 22:12:34.397928] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=896499610905474048, usernames count=0]
[2025-Nov-03 22:12:34.398146] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=896499610905474048, total user_mentions count=0]
[2025-Nov-03 22:12:34.398209] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=896499610905474048, return count=0]
[2025-Nov-03 22:12:39.760736] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=443047756689514368, usernames count=0]
[2025-Nov-03 22:12:39.760917] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=443047756689514368, total user_mentions count=0]
[2025-Nov-03 22:12:39.760956] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=443047756689514368, return count=0]
[2025-Nov-03 22:12:45.114498] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=77223048880835104, usernames count=0]
[2025-Nov-03 22:12:45.114657] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=77223048880835104, total user_mentions count=0]
[2025-Nov-03 22:12:45.114690] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=77223048880835104, return count=0]
[2025-Nov-03 22:12:50.460962] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1151018238562835072, usernames count=0]
[2025-Nov-03 22:12:50.461109] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1151018238562835072, total user_mentions count=0]
[2025-Nov-03 22:12:50.461150] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1151018238562835072, return count=0]
[2025-Nov-03 22:12:55.812401] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1049764347763129728, usernames count=0]
[2025-Nov-03 22:12:55.812546] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1049764347763129728, total user_mentions count=0]
[2025-Nov-03 22:12:55.812589] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1049764347763129728, return count=0]
[2025-Nov-03 22:13:01.165433] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1019402637599590144, usernames count=0]
[2025-Nov-03 22:13:01.165555] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1019402637599590144, total user_mentions count=0]
[2025-Nov-03 22:13:01.165586] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1019402637599590144, return count=0]
[2025-Nov-03 22:13:06.526248] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=353881110628806976, usernames count=0]
[2025-Nov-03 22:13:06.526466] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=353881110628806976, total user_mentions count=0]
[2025-Nov-03 22:13:06.526514] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=353881110628806976, return count=0]
[2025-Nov-03 22:13:11.875254] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=762749512601090560, usernames count=0]
[2025-Nov-03 22:13:11.875429] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=762749512601090560, total user_mentions count=0]
[2025-Nov-03 22:13:11.875470] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=762749512601090560, return count=0]
[2025-Nov-03 22:13:17.230672] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=407572685215950016, usernames count=0]
[2025-Nov-03 22:13:17.230907] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=407572685215950016, total user_mentions count=0]
[2025-Nov-03 22:13:17.230953] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=407572685215950016, return count=0]
[2025-Nov-03 22:13:22.601024] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=846923311717109632, usernames count=0]
[2025-Nov-03 22:13:22.601235] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=846923311717109632, total user_mentions count=0]
[2025-Nov-03 22:13:22.601313] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=846923311717109632, return count=0]
[2025-Nov-03 22:13:27.952472] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=783288113921272576, usernames count=0]
[2025-Nov-03 22:13:27.952607] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=783288113921272576, total user_mentions count=0]
[2025-Nov-03 22:13:27.952662] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=783288113921272576, return count=0]
[2025-Nov-03 22:13:33.312070] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=398761289051279616, usernames count=0]
[2025-Nov-03 22:13:33.312200] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=398761289051279616, total user_mentions count=0]
[2025-Nov-03 22:13:33.312236] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=398761289051279616, return count=0]
[2025-Nov-03 22:13:38.675352] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=616229586856709504, usernames count=0]
[2025-Nov-03 22:13:38.675523] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=616229586856709504, total user_mentions count=0]
[2025-Nov-03 22:13:38.675597] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=616229586856709504, return count=0]
[2025-Nov-03 22:13:44.059560] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=339514744965069312, usernames count=0]
[2025-Nov-03 22:13:44.059853] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=339514744965069312, total user_mentions count=0]
[2025-Nov-03 22:13:44.059904] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=339514744965069312, return count=0]
[2025-Nov-03 22:13:49.455054] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=569603512680185280, usernames count=0]
[2025-Nov-03 22:13:49.455300] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=569603512680185280, total user_mentions count=0]
[2025-Nov-03 22:13:49.455352] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=569603512680185280, return count=0]
[2025-Nov-03 22:13:54.809929] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=218904387123673792, usernames count=0]
[2025-Nov-03 22:13:54.810115] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=218904387123673792, total user_mentions count=0]
[2025-Nov-03 22:13:54.810196] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=218904387123673792, return count=0]
[2025-Nov-03 22:14:00.230573] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=530245604691230592, usernames count=0]
[2025-Nov-03 22:14:00.230724] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=530245604691230592, total user_mentions count=0]
[2025-Nov-03 22:14:00.230864] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=530245604691230592, return count=0]
[2025-Nov-03 22:14:05.588597] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=114789246172115008, usernames count=0]
[2025-Nov-03 22:14:05.588779] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=114789246172115008, total user_mentions count=0]
[2025-Nov-03 22:14:05.588820] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=114789246172115008, return count=0]
[2025-Nov-03 22:14:10.939461] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=841001329764327808, usernames count=0]
[2025-Nov-03 22:14:10.939629] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=841001329764327808, total user_mentions count=0]
[2025-Nov-03 22:14:10.939733] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=841001329764327808, return count=0]
[2025-Nov-03 22:14:16.294134] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=581077278040463360, usernames count=0]
[2025-Nov-03 22:14:16.294259] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=581077278040463360, total user_mentions count=0]
[2025-Nov-03 22:14:16.294289] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=581077278040463360, return count=0]
[2025-Nov-03 22:14:21.651401] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=736829463878605824, usernames count=0]
[2025-Nov-03 22:14:21.651576] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=736829463878605824, total user_mentions count=0]
[2025-Nov-03 22:14:21.651630] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=736829463878605824, return count=0]
[2025-Nov-03 22:14:27.013393] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=856783707153906432, usernames count=0]
[2025-Nov-03 22:14:27.013558] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=856783707153906432, total user_mentions count=0]
[2025-Nov-03 22:14:27.013616] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=856783707153906432, return count=0]
[2025-Nov-03 22:14:32.390728] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=838759408132884864, usernames count=0]
[2025-Nov-03 22:14:32.390969] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=838759408132884864, total user_mentions count=0]
[2025-Nov-03 22:14:32.391012] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=838759408132884864, return count=0]
[2025-Nov-03 22:14:37.732046] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=277357294858480704, usernames count=0]
[2025-Nov-03 22:14:37.732254] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=277357294858480704, total user_mentions count=0]
[2025-Nov-03 22:14:37.732353] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=277357294858480704, return count=0]
[2025-Nov-03 22:14:43.081125] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=230080616067956640, usernames count=0]
[2025-Nov-03 22:14:43.081303] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=230080616067956640, total user_mentions count=0]
[2025-Nov-03 22:14:43.081380] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=230080616067956640, return count=0]
[2025-Nov-03 22:14:48.482165] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=986927761227530752, usernames count=0]
[2025-Nov-03 22:14:48.482324] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=986927761227530752, total user_mentions count=0]
[2025-Nov-03 22:14:48.482356] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=986927761227530752, return count=0]
[2025-Nov-03 22:14:53.819789] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=993288348299978496, usernames count=0]
[2025-Nov-03 22:14:53.820013] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=993288348299978496, total user_mentions count=0]
[2025-Nov-03 22:14:53.820149] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=993288348299978496, return count=0]
[2025-Nov-03 22:14:59.166110] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=601172280558232960, usernames count=0]
[2025-Nov-03 22:14:59.166296] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=601172280558232960, total user_mentions count=0]
[2025-Nov-03 22:14:59.166339] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=601172280558232960, return count=0]
[2025-Nov-03 22:15:04.543356] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=218022998362933856, usernames count=0]
[2025-Nov-03 22:15:04.543489] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=218022998362933856, total user_mentions count=0]
[2025-Nov-03 22:15:04.543522] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=218022998362933856, return count=0]
[2025-Nov-03 22:15:09.904205] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=271483938858142912, usernames count=0]
[2025-Nov-03 22:15:09.904350] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=271483938858142912, total user_mentions count=0]
[2025-Nov-03 22:15:09.904387] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=271483938858142912, return count=0]
[2025-Nov-03 22:15:15.274697] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1094794323900361216, usernames count=0]
