[2025-Nov-04 00:01:57.434447] <info>: (UrlShortenService.cpp:89:main) Starting the url-shorten-service server...
[2025-Nov-04 00:03:50.447686] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=329994970291196992, url count=0]
[2025-Nov-04 00:12:08.971622] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=547476721217793472, return count=0]
[2025-Nov-04 00:12:14.348641] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=132247160420130688, url count=0]
[2025-Nov-04 00:12:14.348797] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=132247160420130688, return count=0]
[2025-Nov-04 00:12:19.695641] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1015884866183494656, url count=0]
[2025-Nov-04 00:12:19.696012] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1015884866183494656, return count=0]
[2025-Nov-04 00:12:25.097160] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=214313402593334304, url count=0]
[2025-Nov-04 00:12:25.097364] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=214313402593334304, return count=0]
[2025-Nov-04 00:12:30.464284] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=564753950290763712, url count=0]
[2025-Nov-04 00:12:30.464642] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=564753950290763712, return count=0]
[2025-Nov-04 00:12:35.814698] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=425845046011988608, url count=0]
[2025-Nov-04 00:12:35.814849] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=425845046011988608, return count=0]
[2025-Nov-04 00:12:41.189350] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=597163037670059392, url count=0]
[2025-Nov-04 00:12:41.189505] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=597163037670059392, return count=0]
[2025-Nov-04 00:12:46.556287] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=840107823278453632, url count=0]
[2025-Nov-04 00:12:46.556408] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=840107823278453632, return count=0]
[2025-Nov-04 00:12:51.898392] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=669342888019345152, url count=0]
[2025-Nov-04 00:12:51.898543] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=669342888019345152, return count=0]
[2025-Nov-04 00:12:57.264752] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=781358530616744576, url count=0]
[2025-Nov-04 00:12:57.265014] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=781358530616744576, return count=0]
[2025-Nov-04 00:13:02.628072] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=993102751629551616, url count=0]
[2025-Nov-04 00:13:02.628253] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=993102751629551616, return count=0]
[2025-Nov-04 00:13:07.988572] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1146474425029218560, url count=0]
[2025-Nov-04 00:13:07.988733] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1146474425029218560, return count=0]
[2025-Nov-04 00:13:13.347171] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=132857809490804080, url count=0]
[2025-Nov-04 00:13:13.347317] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=132857809490804080, return count=0]
[2025-Nov-04 00:13:18.707189] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1086066655653665408, url count=0]
[2025-Nov-04 00:13:18.707351] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1086066655653665408, return count=0]
[2025-Nov-04 00:13:24.054169] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1078378511257353600, url count=0]
[2025-Nov-04 00:13:24.054365] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1078378511257353600, return count=0]
[2025-Nov-04 00:13:29.406401] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=984558529916698880, url count=0]
[2025-Nov-04 00:13:29.406597] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=984558529916698880, return count=0]
[2025-Nov-04 00:13:34.757395] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=393992859579464128, url count=0]
[2025-Nov-04 00:13:34.757608] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=393992859579464128, return count=0]
[2025-Nov-04 00:13:40.110412] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1130961760452759168, url count=0]
[2025-Nov-04 00:13:40.110535] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1130961760452759168, return count=0]
[2025-Nov-04 00:13:45.477174] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=719495964306874368, url count=0]
[2025-Nov-04 00:13:45.477317] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=719495964306874368, return count=0]
[2025-Nov-04 00:13:50.825883] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=84496018281732192, url count=0]
[2025-Nov-04 00:13:50.826011] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=84496018281732192, return count=0]
[2025-Nov-04 00:13:56.180969] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1125243707956319360, url count=0]
[2025-Nov-04 00:13:56.181106] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1125243707956319360, return count=0]
[2025-Nov-04 00:14:01.527553] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=716553376440098304, url count=0]
[2025-Nov-04 00:14:01.527745] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=716553376440098304, return count=0]
[2025-Nov-04 00:14:06.886421] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=27422358347395864, url count=0]
[2025-Nov-04 00:14:06.886553] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=27422358347395864, return count=0]
[2025-Nov-04 00:14:12.239306] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=184337862872507808, url count=0]
[2025-Nov-04 00:14:12.239439] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=184337862872507808, return count=0]
[2025-Nov-04 00:14:17.576923] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=527163340704131840, url count=0]
[2025-Nov-04 00:14:17.577091] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=527163340704131840, return count=0]
[2025-Nov-04 00:14:22.928146] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=732282323181310208, url count=0]
[2025-Nov-04 00:14:22.928286] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=732282323181310208, return count=0]
[2025-Nov-04 00:14:28.287419] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=315929107745328064, url count=0]
[2025-Nov-04 00:14:28.287631] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=315929107745328064, return count=0]
[2025-Nov-04 00:14:33.650103] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=94539942443821568, url count=0]
[2025-Nov-04 00:14:33.650248] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=94539942443821568, return count=0]
[2025-Nov-04 00:14:39.018467] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=468668810404809344, url count=0]
[2025-Nov-04 00:14:39.018638] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=468668810404809344, return count=0]
[2025-Nov-04 00:14:44.395018] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=479568069439609664, url count=0]
[2025-Nov-04 00:14:44.395266] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=479568069439609664, return count=0]
[2025-Nov-04 00:14:49.774234] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=689440381834090880, url count=0]
[2025-Nov-04 00:14:49.774428] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=689440381834090880, return count=0]
[2025-Nov-04 00:14:55.127676] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=638051150954536704, url count=0]
[2025-Nov-04 00:14:55.127830] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=638051150954536704, return count=0]
[2025-Nov-04 00:15:00.480735] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=770274586619196288, url count=0]
[2025-Nov-04 00:15:00.481119] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=770274586619196288, return count=0]
[2025-Nov-04 00:15:05.825809] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=680693738207081728, url count=0]
[2025-Nov-04 00:15:05.826019] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=680693738207081728, return count=0]
[2025-Nov-04 00:15:11.198040] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=610389348288286208, url count=0]
[2025-Nov-04 00:15:11.198219] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=610389348288286208, return count=0]
[2025-Nov-04 00:15:16.547097] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=113121879701505392, url count=0]
[2025-Nov-04 00:15:16.547368] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=113121879701505392, return count=0]
[2025-Nov-04 00:15:21.900671] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=441333431046901504, url count=0]
[2025-Nov-04 00:15:21.901075] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=441333431046901504, return count=0]
[2025-Nov-04 00:15:27.260979] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=157318643229571264, url count=0]
[2025-Nov-04 00:15:27.261105] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=157318643229571264, return count=0]
[2025-Nov-04 00:15:32.606402] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=101016038333112528, url count=0]
[2025-Nov-04 00:15:32.606539] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=101016038333112528, return count=0]
[2025-Nov-04 00:15:37.970874] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=962631066028979328, url count=0]
[2025-Nov-04 00:15:37.971098] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=962631066028979328, return count=0]
[2025-Nov-04 00:15:43.342076] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=799777576434122752, url count=0]
[2025-Nov-04 00:15:43.342224] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=799777576434122752, return count=0]
[2025-Nov-04 00:15:48.676999] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=620915768719223936, url count=0]
[2025-Nov-04 00:15:48.677208] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=620915768719223936, return count=0]
[2025-Nov-04 00:15:54.031694] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=872246076244285568, url count=0]
[2025-Nov-04 00:15:54.031885] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=872246076244285568, return count=0]
[2025-Nov-04 00:15:59.379846] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=782879009060539264, url count=0]
[2025-Nov-04 00:15:59.379968] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=782879009060539264, return count=0]
[2025-Nov-04 00:16:04.734843] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=572002443357933824, url count=0]
[2025-Nov-04 00:16:04.735030] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=572002443357933824, return count=0]
[2025-Nov-04 00:16:10.101084] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=389485131949163968, url count=0]
[2025-Nov-04 00:16:10.101228] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=389485131949163968, return count=0]
[2025-Nov-04 00:16:15.466685] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1066074167276600832, url count=0]
[2025-Nov-04 00:16:15.466868] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1066074167276600832, return count=0]
[2025-Nov-04 00:16:20.807289] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=122783209907425712, url count=0]
[2025-Nov-04 00:16:20.807419] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=122783209907425712, return count=0]
[2025-Nov-04 00:16:26.158699] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=949148583056225152, url count=0]
[2025-Nov-04 00:16:26.158872] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=949148583056225152, return count=0]
[2025-Nov-04 00:16:31.508296] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1137530633533407232, url count=0]
[2025-Nov-04 00:16:31.508424] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1137530633533407232, return count=0]
[2025-Nov-04 00:16:36.859749] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=568442895591601088, url count=0]
[2025-Nov-04 00:16:36.859908] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=568442895591601088, return count=0]
[2025-Nov-04 00:16:42.216583] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=263991442365362528, url count=0]
[2025-Nov-04 00:16:42.216720] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=263991442365362528, return count=0]
[2025-Nov-04 00:16:47.563154] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1033147687610377216, url count=0]
[2025-Nov-04 00:16:47.563288] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1033147687610377216, return count=0]
[2025-Nov-04 00:16:52.902790] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=797028733520251520, url count=0]
[2025-Nov-04 00:16:52.902942] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=797028733520251520, return count=0]
[2025-Nov-04 00:16:58.253240] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=378994359184863744, url count=0]
[2025-Nov-04 00:16:58.253427] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=378994359184863744, return count=0]
[2025-Nov-04 00:17:03.610555] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=463470944993693632, url count=0]
[2025-Nov-04 00:17:03.611041] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=463470944993693632, return count=0]
[2025-Nov-04 00:17:08.975373] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=315700536853667584, url count=0]
[2025-Nov-04 00:17:08.975513] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=315700536853667584, return count=0]
[2025-Nov-04 00:17:14.331456] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=643107000380255872, url count=0]
[2025-Nov-04 00:17:14.331623] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=643107000380255872, return count=0]
[2025-Nov-04 00:17:19.686247] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=857061936686320640, url count=0]
[2025-Nov-04 00:17:19.686373] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=857061936686320640, return count=0]
[2025-Nov-04 00:17:25.034614] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1070155993520864384, url count=0]
[2025-Nov-04 00:17:25.034818] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1070155993520864384, return count=0]
[2025-Nov-04 00:17:30.412639] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=226514987298861120, url count=0]
[2025-Nov-04 00:17:30.412800] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=226514987298861120, return count=0]
[2025-Nov-04 00:17:35.765527] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1119572025252432640, url count=0]
[2025-Nov-04 00:17:35.765652] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1119572025252432640, return count=0]
[2025-Nov-04 00:17:41.102384] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=475219021316566208, url count=0]
[2025-Nov-04 00:17:41.102595] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=475219021316566208, return count=0]
[2025-Nov-04 00:17:46.459828] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=818615397937310720, url count=0]
[2025-Nov-04 00:17:46.459979] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=818615397937310720, return count=0]
[2025-Nov-04 00:17:51.818421] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1110777142414174080, url count=0]
[2025-Nov-04 00:17:51.818658] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1110777142414174080, return count=0]
[2025-Nov-04 00:17:57.167240] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=106605106705581536, url count=0]
[2025-Nov-04 00:17:57.167382] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=106605106705581536, return count=0]
[2025-Nov-04 00:18:02.525210] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=401329731263852800, url count=0]
[2025-Nov-04 00:18:02.525398] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=401329731263852800, return count=0]
[2025-Nov-04 00:18:07.889637] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=198010177734724224, url count=0]
[2025-Nov-04 00:18:07.889803] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=198010177734724224, return count=0]
[2025-Nov-04 00:18:13.261496] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=137501045762038304, url count=0]
[2025-Nov-04 00:18:13.261628] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=137501045762038304, return count=0]
[2025-Nov-04 00:18:18.629734] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=127683111463476032, url count=0]
[2025-Nov-04 00:18:18.629949] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=127683111463476032, return count=0]
[2025-Nov-04 00:18:23.977475] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=203232156420116800, url count=0]
[2025-Nov-04 00:18:23.977625] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=203232156420116800, return count=0]
[2025-Nov-04 00:18:29.379995] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1017584022844613504, url count=0]
[2025-Nov-04 00:18:29.380360] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1017584022844613504, return count=0]
[2025-Nov-04 00:18:34.739406] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=69415664120653976, url count=0]
[2025-Nov-04 00:18:34.739571] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=69415664120653976, return count=0]
[2025-Nov-04 00:18:40.089660] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=704173138749208704, url count=0]
[2025-Nov-04 00:18:40.089886] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=704173138749208704, return count=0]
[2025-Nov-04 00:18:45.457971] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=353539159940398080, url count=0]
[2025-Nov-04 00:18:45.458113] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=353539159940398080, return count=0]
[2025-Nov-04 00:18:50.808959] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=615562812450615936, url count=0]
[2025-Nov-04 00:18:50.809167] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=615562812450615936, return count=0]
[2025-Nov-04 00:18:56.156494] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=745020805215524736, url count=0]
[2025-Nov-04 00:18:56.156622] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=745020805215524736, return count=0]
[2025-Nov-04 00:19:01.531861] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=856353276609806976, url count=0]
[2025-Nov-04 00:19:01.532100] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=856353276609806976, return count=0]
[2025-Nov-04 00:19:06.891909] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=920727770139041792, url count=0]
[2025-Nov-04 00:19:06.892097] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=920727770139041792, return count=0]
[2025-Nov-04 00:19:12.252815] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=710996493237900544, url count=0]
[2025-Nov-04 00:19:12.252943] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=710996493237900544, return count=0]
[2025-Nov-04 00:19:17.614737] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=354940731581926976, url count=0]
[2025-Nov-04 00:19:17.614937] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=354940731581926976, return count=0]
[2025-Nov-04 00:19:22.976238] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=836636438081179264, url count=0]
[2025-Nov-04 00:19:22.976407] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=836636438081179264, return count=0]
[2025-Nov-04 00:19:28.325170] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=397990344624377280, url count=0]
[2025-Nov-04 00:19:28.325310] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=397990344624377280, return count=0]
[2025-Nov-04 00:19:33.669574] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=612100374498418688, url count=0]
[2025-Nov-04 00:19:33.669702] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=612100374498418688, return count=0]
[2025-Nov-04 00:19:39.030597] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=536461541741194880, url count=0]
[2025-Nov-04 00:19:39.030820] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=536461541741194880, return count=0]
[2025-Nov-04 00:19:44.388487] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=642844479908822528, url count=0]
[2025-Nov-04 00:19:44.388632] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=642844479908822528, return count=0]
[2025-Nov-04 00:19:49.740289] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=745360674539949568, url count=0]
[2025-Nov-04 00:19:49.740451] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=745360674539949568, return count=0]
[2025-Nov-04 00:19:55.136530] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1020150847678851200, url count=0]
[2025-Nov-04 00:19:55.136731] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1020150847678851200, return count=0]
[2025-Nov-04 00:20:00.498596] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=299435320323092800, url count=0]
[2025-Nov-04 00:20:00.498793] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=299435320323092800, return count=0]
[2025-Nov-04 00:20:05.856942] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1021109428018489856, url count=0]
[2025-Nov-04 00:20:05.857707] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1021109428018489856, return count=0]
[2025-Nov-04 00:20:11.255022] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=521586364273387520, url count=0]
[2025-Nov-04 00:20:11.255171] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=521586364273387520, return count=0]
[2025-Nov-04 00:20:16.621860] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=575809343646656960, url count=0]
[2025-Nov-04 00:20:16.622195] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=575809343646656960, return count=0]
[2025-Nov-04 00:20:21.970912] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=534332729135119616, url count=0]
[2025-Nov-04 00:20:21.971093] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=534332729135119616, return count=0]
[2025-Nov-04 00:20:27.365279] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=930820874420182912, url count=0]
[2025-Nov-04 00:20:27.365516] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=930820874420182912, return count=0]
[2025-Nov-04 00:20:32.737878] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=848609707234132864, url count=0]
