[2025-Nov-04 00:01:55.487166] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-04 00:03:50.448183] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=329994970291196992, usernames count=0]
[2025-Nov-04 00:08:55.946873] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=468275808092887168, usernames count=0]
[2025-Nov-04 00:08:55.947014] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=468275808092887168, total user_mentions count=0]
[2025-Nov-04 00:08:55.947044] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=468275808092887168, return count=0]
[2025-Nov-04 00:09:01.311130] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1093487456152724480, usernames count=0]
[2025-Nov-04 00:09:01.311268] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1093487456152724480, total user_mentions count=0]
[2025-Nov-04 00:09:01.311301] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1093487456152724480, return count=0]
[2025-Nov-04 00:09:06.698385] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=710082262859488512, usernames count=0]
[2025-Nov-04 00:09:06.698560] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=710082262859488512, total user_mentions count=0]
[2025-Nov-04 00:09:06.698646] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=710082262859488512, return count=0]
[2025-Nov-04 00:09:12.054441] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=950521896656707968, usernames count=0]
[2025-Nov-04 00:09:12.054577] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=950521896656707968, total user_mentions count=0]
[2025-Nov-04 00:09:12.054640] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=950521896656707968, return count=0]
[2025-Nov-04 00:09:17.409468] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=893780820508410496, usernames count=0]
[2025-Nov-04 00:09:17.409625] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=893780820508410496, total user_mentions count=0]
[2025-Nov-04 00:09:17.409676] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=893780820508410496, return count=0]
[2025-Nov-04 00:09:22.759984] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=546575167490803200, usernames count=0]
[2025-Nov-04 00:09:22.760126] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=546575167490803200, total user_mentions count=0]
[2025-Nov-04 00:09:22.760230] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=546575167490803200, return count=0]
[2025-Nov-04 00:09:28.109086] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=656088401379016832, usernames count=0]
[2025-Nov-04 00:09:28.109248] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=656088401379016832, total user_mentions count=0]
[2025-Nov-04 00:09:28.109286] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=656088401379016832, return count=0]
[2025-Nov-04 00:09:33.460083] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=816644285208801280, usernames count=0]
[2025-Nov-04 00:09:33.460293] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=816644285208801280, total user_mentions count=0]
[2025-Nov-04 00:09:33.460369] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=816644285208801280, return count=0]
[2025-Nov-04 00:09:38.808680] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=323754618270129472, usernames count=0]
[2025-Nov-04 00:09:38.808836] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=323754618270129472, total user_mentions count=0]
[2025-Nov-04 00:09:38.808875] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=323754618270129472, return count=0]
[2025-Nov-04 00:09:44.161362] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=845248274483708416, usernames count=0]
[2025-Nov-04 00:09:44.161511] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=845248274483708416, total user_mentions count=0]
[2025-Nov-04 00:09:44.161547] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=845248274483708416, return count=0]
[2025-Nov-04 00:09:49.534692] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1086394096756780544, usernames count=0]
[2025-Nov-04 00:09:49.534869] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1086394096756780544, total user_mentions count=0]
[2025-Nov-04 00:09:49.534926] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1086394096756780544, return count=0]
[2025-Nov-04 00:09:54.899937] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=551727454842807552, usernames count=0]
[2025-Nov-04 00:09:54.900070] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=551727454842807552, total user_mentions count=0]
[2025-Nov-04 00:09:54.900127] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=551727454842807552, return count=0]
[2025-Nov-04 00:10:00.289533] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1108671322534934016, usernames count=0]
[2025-Nov-04 00:10:00.289794] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1108671322534934016, total user_mentions count=0]
[2025-Nov-04 00:10:00.289847] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1108671322534934016, return count=0]
[2025-Nov-04 00:10:05.658866] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=328478272693676608, usernames count=0]
[2025-Nov-04 00:10:05.659030] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=328478272693676608, total user_mentions count=0]
[2025-Nov-04 00:10:05.659064] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=328478272693676608, return count=0]
[2025-Nov-04 00:10:11.046323] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=965620470629343616, usernames count=0]
[2025-Nov-04 00:10:11.046457] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=965620470629343616, total user_mentions count=0]
[2025-Nov-04 00:10:11.046491] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=965620470629343616, return count=0]
[2025-Nov-04 00:10:16.414434] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=74464444351176512, usernames count=0]
[2025-Nov-04 00:10:16.414612] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=74464444351176512, total user_mentions count=0]
[2025-Nov-04 00:10:16.414683] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=74464444351176512, return count=0]
[2025-Nov-04 00:10:21.787420] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1011335388408278016, usernames count=0]
[2025-Nov-04 00:10:21.787549] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1011335388408278016, total user_mentions count=0]
[2025-Nov-04 00:10:21.787589] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1011335388408278016, return count=0]
[2025-Nov-04 00:10:27.137410] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=717980192795675136, usernames count=0]
[2025-Nov-04 00:10:27.137575] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=717980192795675136, total user_mentions count=0]
[2025-Nov-04 00:10:27.137632] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=717980192795675136, return count=0]
[2025-Nov-04 00:10:32.489116] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=248671584424436864, usernames count=0]
[2025-Nov-04 00:10:32.489273] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=248671584424436864, total user_mentions count=0]
[2025-Nov-04 00:10:32.489308] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=248671584424436864, return count=0]
[2025-Nov-04 00:10:37.832642] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=850843026218403712, usernames count=0]
[2025-Nov-04 00:10:37.832791] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=850843026218403712, total user_mentions count=0]
[2025-Nov-04 00:10:37.832822] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=850843026218403712, return count=0]
[2025-Nov-04 00:10:43.175120] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=41009091122802784, usernames count=0]
[2025-Nov-04 00:10:43.175260] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=41009091122802784, total user_mentions count=0]
[2025-Nov-04 00:10:43.175295] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=41009091122802784, return count=0]
[2025-Nov-04 00:10:48.575904] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=139815003700618000, usernames count=0]
[2025-Nov-04 00:10:48.576073] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=139815003700618000, total user_mentions count=0]
[2025-Nov-04 00:10:48.576123] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=139815003700618000, return count=0]
[2025-Nov-04 00:10:53.927579] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=569758699864175360, usernames count=0]
[2025-Nov-04 00:10:53.927752] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=569758699864175360, total user_mentions count=0]
[2025-Nov-04 00:10:53.927829] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=569758699864175360, return count=0]
[2025-Nov-04 00:10:59.281293] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=622828599880664832, usernames count=0]
[2025-Nov-04 00:10:59.281507] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=622828599880664832, total user_mentions count=0]
[2025-Nov-04 00:10:59.281557] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=622828599880664832, return count=0]
[2025-Nov-04 00:11:04.645438] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=19559795021815752, usernames count=0]
[2025-Nov-04 00:11:04.645590] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=19559795021815752, total user_mentions count=0]
[2025-Nov-04 00:11:04.645979] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=19559795021815752, return count=0]
[2025-Nov-04 00:11:10.016989] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=484305083846366400, usernames count=0]
[2025-Nov-04 00:11:10.017136] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=484305083846366400, total user_mentions count=0]
[2025-Nov-04 00:11:10.017169] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=484305083846366400, return count=0]
[2025-Nov-04 00:11:15.371610] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=377923741667009472, usernames count=0]
[2025-Nov-04 00:11:15.371739] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=377923741667009472, total user_mentions count=0]
[2025-Nov-04 00:11:15.371799] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=377923741667009472, return count=0]
[2025-Nov-04 00:11:20.754255] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=914502827450135680, usernames count=0]
[2025-Nov-04 00:11:20.754408] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=914502827450135680, total user_mentions count=0]
[2025-Nov-04 00:11:20.754456] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=914502827450135680, return count=0]
[2025-Nov-04 00:11:26.120905] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=114228516547316576, usernames count=0]
[2025-Nov-04 00:11:26.121074] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=114228516547316576, total user_mentions count=0]
[2025-Nov-04 00:11:26.121136] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=114228516547316576, return count=0]
[2025-Nov-04 00:11:31.478388] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=965130132289177472, usernames count=0]
[2025-Nov-04 00:11:31.478540] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=965130132289177472, total user_mentions count=0]
[2025-Nov-04 00:11:31.478589] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=965130132289177472, return count=0]
[2025-Nov-04 00:11:36.830598] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=176567774878922880, usernames count=0]
[2025-Nov-04 00:11:36.830748] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=176567774878922880, total user_mentions count=0]
[2025-Nov-04 00:11:36.830813] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=176567774878922880, return count=0]
[2025-Nov-04 00:11:42.191277] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1016313244901360384, usernames count=0]
[2025-Nov-04 00:11:42.191425] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1016313244901360384, total user_mentions count=0]
[2025-Nov-04 00:11:42.191454] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1016313244901360384, return count=0]
[2025-Nov-04 00:11:47.540717] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=755068828814963840, usernames count=0]
[2025-Nov-04 00:11:47.540882] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=755068828814963840, total user_mentions count=0]
[2025-Nov-04 00:11:47.540917] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=755068828814963840, return count=0]
[2025-Nov-04 00:11:52.890192] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=676982223015417216, usernames count=0]
[2025-Nov-04 00:11:52.890335] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=676982223015417216, total user_mentions count=0]
[2025-Nov-04 00:11:52.890398] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=676982223015417216, return count=0]
[2025-Nov-04 00:11:58.238030] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=873734435882780416, usernames count=0]
[2025-Nov-04 00:11:58.238315] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=873734435882780416, total user_mentions count=0]
[2025-Nov-04 00:11:58.238527] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=873734435882780416, return count=0]
[2025-Nov-04 00:12:03.577361] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=758422162307762176, usernames count=0]
[2025-Nov-04 00:12:03.577496] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=758422162307762176, total user_mentions count=0]
[2025-Nov-04 00:12:03.577527] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=758422162307762176, return count=0]
[2025-Nov-04 00:12:08.971543] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=547476721217793472, usernames count=0]
[2025-Nov-04 00:12:08.971755] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=547476721217793472, total user_mentions count=0]
[2025-Nov-04 00:12:08.971871] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=547476721217793472, return count=0]
[2025-Nov-04 00:12:14.348660] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=132247160420130688, usernames count=0]
[2025-Nov-04 00:12:14.348866] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=132247160420130688, total user_mentions count=0]
[2025-Nov-04 00:12:14.348917] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=132247160420130688, return count=0]
[2025-Nov-04 00:12:19.695674] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1015884866183494656, usernames count=0]
[2025-Nov-04 00:12:19.695832] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1015884866183494656, total user_mentions count=0]
[2025-Nov-04 00:12:19.695886] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1015884866183494656, return count=0]
[2025-Nov-04 00:12:25.097885] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=214313402593334304, usernames count=0]
[2025-Nov-04 00:12:25.098059] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=214313402593334304, total user_mentions count=0]
[2025-Nov-04 00:12:25.098102] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=214313402593334304, return count=0]
[2025-Nov-04 00:12:30.464013] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=564753950290763712, usernames count=0]
[2025-Nov-04 00:12:30.464160] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=564753950290763712, total user_mentions count=0]
[2025-Nov-04 00:12:30.464192] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=564753950290763712, return count=0]
[2025-Nov-04 00:12:35.814799] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=425845046011988608, usernames count=0]
[2025-Nov-04 00:12:35.815012] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=425845046011988608, total user_mentions count=0]
[2025-Nov-04 00:12:35.815066] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=425845046011988608, return count=0]
[2025-Nov-04 00:12:41.189587] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=597163037670059392, usernames count=0]
[2025-Nov-04 00:12:41.189822] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=597163037670059392, total user_mentions count=0]
[2025-Nov-04 00:12:41.189893] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=597163037670059392, return count=0]
[2025-Nov-04 00:12:46.556334] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=840107823278453632, usernames count=0]
[2025-Nov-04 00:12:46.556490] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=840107823278453632, total user_mentions count=0]
[2025-Nov-04 00:12:46.556543] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=840107823278453632, return count=0]
[2025-Nov-04 00:12:51.898444] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=669342888019345152, usernames count=0]
[2025-Nov-04 00:12:51.898717] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=669342888019345152, total user_mentions count=0]
[2025-Nov-04 00:12:51.898784] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=669342888019345152, return count=0]
[2025-Nov-04 00:12:57.265208] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=781358530616744576, usernames count=0]
[2025-Nov-04 00:12:57.265636] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=781358530616744576, total user_mentions count=0]
[2025-Nov-04 00:12:57.265710] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=781358530616744576, return count=0]
[2025-Nov-04 00:13:02.628125] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=993102751629551616, usernames count=0]
[2025-Nov-04 00:13:02.628268] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=993102751629551616, total user_mentions count=0]
[2025-Nov-04 00:13:02.628309] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=993102751629551616, return count=0]
[2025-Nov-04 00:13:07.988596] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1146474425029218560, usernames count=0]
[2025-Nov-04 00:13:07.988717] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1146474425029218560, total user_mentions count=0]
[2025-Nov-04 00:13:07.988781] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1146474425029218560, return count=0]
[2025-Nov-04 00:13:13.347270] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=132857809490804080, usernames count=0]
[2025-Nov-04 00:13:13.347487] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=132857809490804080, total user_mentions count=0]
[2025-Nov-04 00:13:13.347567] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=132857809490804080, return count=0]
[2025-Nov-04 00:13:18.707203] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1086066655653665408, usernames count=0]
[2025-Nov-04 00:13:18.707482] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1086066655653665408, total user_mentions count=0]
[2025-Nov-04 00:13:18.707575] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1086066655653665408, return count=0]
[2025-Nov-04 00:13:24.054144] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1078378511257353600, usernames count=0]
[2025-Nov-04 00:13:24.054287] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1078378511257353600, total user_mentions count=0]
[2025-Nov-04 00:13:24.054320] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1078378511257353600, return count=0]
[2025-Nov-04 00:13:29.406474] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=984558529916698880, usernames count=0]
[2025-Nov-04 00:13:29.406636] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=984558529916698880, total user_mentions count=0]
[2025-Nov-04 00:13:29.406689] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=984558529916698880, return count=0]
[2025-Nov-04 00:13:34.757411] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=393992859579464128, usernames count=0]
[2025-Nov-04 00:13:34.757579] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=393992859579464128, total user_mentions count=0]
[2025-Nov-04 00:13:34.757623] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=393992859579464128, return count=0]
[2025-Nov-04 00:13:40.110410] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1130961760452759168, usernames count=0]
[2025-Nov-04 00:13:40.110566] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1130961760452759168, total user_mentions count=0]
[2025-Nov-04 00:13:40.110627] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1130961760452759168, return count=0]
[2025-Nov-04 00:13:45.477259] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=719495964306874368, usernames count=0]
[2025-Nov-04 00:13:45.477636] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=719495964306874368, total user_mentions count=0]
[2025-Nov-04 00:13:45.477743] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=719495964306874368, return count=0]
[2025-Nov-04 00:13:50.825864] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=84496018281732192, usernames count=0]
[2025-Nov-04 00:13:50.825994] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=84496018281732192, total user_mentions count=0]
[2025-Nov-04 00:13:50.826027] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=84496018281732192, return count=0]
[2025-Nov-04 00:13:56.181036] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1125243707956319360, usernames count=0]
[2025-Nov-04 00:13:56.181518] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1125243707956319360, total user_mentions count=0]
[2025-Nov-04 00:13:56.181602] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1125243707956319360, return count=0]
[2025-Nov-04 00:14:01.527617] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=716553376440098304, usernames count=0]
